형태소,품사,분류,카운트
돌아간것처럼,Verb,6,1
돌아간다,Verb,1,1
돌아간다면,Verb,8,1
돌아다니는,Verb,9,1
돌아보게,Verb,8,1
돌아보게,Verb,9,2
돌아보게하는,Verb,8,1
돌아보고,Verb,8,1
돌아보는,Verb,7,1
돌아보며,Verb,10,1
돌아보면,Verb,7,1
돌아보면,Verb,10,1
돌아본다,Verb,10,1
돌아봐,Verb,8,1
돌아서는,Verb,1,1
돌아오라는,Verb,8,1
돌아오면서,Verb,10,1
돌아오셨음,Verb,2,1
돌아온,Verb,10,1
돌아온다,Verb,1,1
돌아올,Verb,10,1
돌아옵니다,Verb,1,1
돌아와야지,Verb,1,1
돌아와요,Verb,2,1
돌이켜,Verb,7,1
돌이켜,Verb,8,2
돌이켜,Verb,10,2
돌이킬,Verb,1,1
돌이킬수,Verb,9,1
돌직구,Noun,9,1
돌파,Noun,9,1
돕고자,Verb,1,1
동,Modifier,7,1
동감,Noun,7,1
동네,Noun,3,1
동떨어져,Adjective,1,1
동물,Noun,1,4
동생,Noun,7,1
동석,Noun,7,1
동시,Noun,8,3
동시,Noun,9,3
동아리,Noun,1,1
동안,Foreign,3,1
동안,Noun,1,3
동안,Noun,3,1
동안,Noun,10,5
동어,Noun,6,1
동어반복,Noun,4,1
동어반복,Noun,8,1
동영상,Noun,1,3
동요,Noun,9,1
동의,Noun,6,1
동의,Noun,9,2
동정,Noun,1,1
동정,Noun,8,1
동정호,Noun,4,1
동참,Noun,1,2
동치,Noun,5,2
동해,Noun,9,1
돼,Verb,1,1
돼,Verb,8,1
돼,Verb,9,1
돼,Verb,10,2
돼는데,Verb,10,1
돼요,Verb,1,1
돼요,Verb,10,1
돼지,Noun,1,3
돼지,Noun,2,1
돼지,Noun,10,3
됀다고,Verb,2,1
됐건,Verb,10,1
됐고,Verb,1,1
됐나,Verb,1,1
됐나요,Verb,2,1
됐네,Verb,1,1
됐네,Verb,3,1
됐네,Verb,4,1
됐네요,Verb,8,1
됐는지,Verb,8,2
됐다,Verb,3,2
됐다,Verb,7,1
됐다,Verb,10,1
됐어요,Verb,8,1
됐어요,Verb,10,1
됐음,Verb,6,1
됐지,Verb,8,1
되,Verb,1,2
되,Verb,7,1
되,Verb,8,1
되,Verb,9,1
되,Verb,10,1
되거라,Verb,1,1
되게,Adverb,1,4
되게,Adverb,4,1
되게,Adverb,8,1
되게,Adverb,9,3
되게,Adverb,10,4
되겠네,Verb,3,1
되겠다,Verb,2,1
되겠다,Verb,8,1
되겠지요,Verb,1,1
되고,Verb,1,1
되고,Verb,2,1
되고,Verb,7,1
되고,Verb,8,5
되고,Verb,9,1
되고,Verb,10,3
되고싶다,Verb,8,1
되기,Verb,1,1
되긴,Verb,10,1
되내이게,Verb,9,1
되냐,Verb,1,1
되냐,Verb,8,1
되네,Verb,1,1
되네요,Verb,8,4
되네요,Verb,9,1
되네요,Verb,10,3
되느냐,Verb,9,2
되는,Verb,1,7
되는,Verb,6,2
되는,Verb,7,7
되는,Verb,8,17
되는,Verb,9,9
되는,Verb,10,8
되는가,Verb,1,1
되는가,Verb,9,1
되는거고,Verb,9,1
되는거다,Verb,2,1
되는게,Verb,1,1
되는게,Verb,8,1
되는게,Verb,9,1
되는군,Verb,7,1
되는데,Verb,1,2
되는데,Verb,5,1
되는지,Verb,1,1
되는지,Verb,9,1
되니,Verb,9,2
되니까,Verb,9,1
되니깐,Verb,1,1
되다,Verb,7,1
되더라,Verb,9,1
되던,Verb,10,1
되도,Verb,1,1
되도록,Verb,7,1
되도록,Verb,9,1
되돌려주더라도,Verb,2,1
되돌아보면,Verb,9,1
되돌아볼,Verb,9,1
되돌아옵니다,Verb,1,1
되려는,Verb,9,1
되려면,Verb,10,1
되며,Verb,8,1
되면,Verb,1,2
되면,Verb,7,3
되면,Verb,10,1
되면서,Verb,4,1
되면서,Verb,6,1
되면서,Verb,7,1
되면서,Verb,8,1
되면서,Verb,9,1
되면서,Verb,10,1
되새겨주는,Verb,9,1
되새기게,Verb,8,1
되서,Verb,1,2
되서,Verb,3,1
되서,Verb,5,1
되서,Verb,10,1
되서도,Verb,1,1
되세,Verb,1,1
되어,Verb,1,4
되어,Verb,7,2
되어,Verb,8,2
되어,Verb,9,1
되어,Verb,10,2
되어가고,Verb,4,1
되어도,Verb,6,1
되어서,Verb,10,1
되어서야,Verb,10,1
되어야,Verb,4,1
되어야,Verb,9,1
되어야겠습니다,Verb,9,1
되어야하죠,Verb,1,1
되어있는지,Verb,1,1
되어주시길,Verb,8,1
되어지지,Verb,10,1
되었,Verb,1,1
되었,Verb,10,1
되었겠지,Verb,10,1
되었고,Verb,9,1
되었네요,Verb,7,1
되었는데,Verb,7,1
되었는데,Verb,8,1
되었는데,Verb,10,1
되었는지,Verb,9,1
되었다,Verb,2,1
되었다,Verb,5,1
되었다,Verb,9,3
되었다,Verb,10,2
되었던,Verb,7,1
되었던,Verb,8,1
되었습니다,Verb,1,1
되었습니다,Verb,6,1
되었습니다,Verb,9,2
되었어,Verb,3,1
되었어요,Verb,9,1
되었었는,Verb,3,1
되었지만,Verb,8,1
되었지만,Verb,10,1
되였으면,Verb,1,1
되요,Verb,2,1
되지,Verb,1,4
되지,Verb,3,1
되지,Verb,5,1
되지,Verb,6,2
되지,Verb,8,2
되지,Verb,9,1
되지,Verb,10,4
되지만,Verb,6,1
되진,Verb,9,1
되풀이,Noun,9,1
된,Verb,1,13
된,Verb,2,2
된,Verb,3,1
된,Verb,4,3
된,Verb,5,3
된,Verb,6,1
된,Verb,7,2
된,Verb,8,4
된,Verb,9,10
된,Verb,10,11
된거,Noun,1,1
된거,Noun,5,1
된거,Noun,8,1
된것도,Verb,1,1
된게,Verb,1,1
된다,Verb,1,6
된다,Verb,2,1
된다,Verb,3,2
된다,Verb,4,1
된다,Verb,5,2
된다,Verb,6,2
된다,Verb,8,7
된다,Verb,9,5
된다,Verb,10,9
된다고,Verb,10,1
된다는,Verb,1,1
된다는,Verb,7,1
된다는,Verb,8,1
된다는,Verb,9,1
된다는걸,Verb,1,1
된다니,Verb,1,1
된다매,Verb,10,1
된다면,Verb,1,1
된듯,Verb,7,1
된듯,Verb,9,1
될,Verb,1,6
될,Verb,2,1
될,Verb,3,1
될,Verb,7,1
될,Verb,8,6
될,Verb,9,7
될,Verb,10,8
될거다,Verb,10,1
될것,Verb,1,1
될것을,Verb,6,1
될것이다,Verb,3,1
될것이다,Verb,10,1
될까,Verb,5,1
될까,Verb,7,1
될까,Verb,9,2
될꺼,Verb,9,1
될듯,Verb,10,1
될라,Verb,1,1
될려나,Verb,7,1
될말,Verb,2,1
될수,Verb,1,1
될수,Verb,2,1
될수,Verb,5,2
될수록,Verb,6,1
될수있나,Verb,1,1
될줄,Verb,1,1
될지,Verb,1,1
될지,Verb,10,1
될지는,Verb,7,1
될지언정,Verb,8,1
됨,Verb,1,4
됨,Verb,6,2
됨,Verb,7,1
됨,Verb,8,1
됨,Verb,9,1
됨,Verb,10,1
됨을,Verb,1,1
됩니까,Verb,1,1
됩니다,Verb,1,1
됩니다,Verb,8,1
됩니다,Verb,10,2
됬다,Verb,6,1
됬습니다,Verb,6,1
됬어요,Verb,8,1
두,Determiner,1,8
두,Determiner,5,3
두,Determiner,6,3
두,Determiner,7,4
두,Determiner,8,12
두,Determiner,9,12
두,Determiner,10,15
두,Josa,9,1
두,Josa,10,1
두,Noun,1,10
두,Noun,5,1
두,Noun,7,4
두,Noun,8,5
두,Noun,9,15
두,Noun,10,13
두고,Verb,1,1
두고,Verb,7,1
두고,Verb,9,2
두고두고,Noun,9,1
두고두고,Noun,10,1
두기,Noun,8,1
두두,Noun,1,1
두둑히,Adjective,1,1
두라,Verb,1,1
두란다,Verb,4,1
두려움,Noun,6,1
두려움,Noun,9,1
두려움,Noun,10,1
두렵나,Adjective,10,1
두루,Noun,10,2
두루마기,Noun,10,1
두른,Verb,7,1
두번째,Noun,1,1
두번째,Noun,4,1
두번째,Noun,5,1
두번째,Noun,7,2
두번째,Noun,8,2
두번째,Noun,10,3
두서,Noun,1,1
두세,Verb,7,1
두세요,Verb,9,1
두운,Noun,5,1
두운,Noun,9,1
둔,Verb,10,1
둘,Noun,1,47
둘,Noun,2,1
둘,Noun,5,1
둘,Noun,6,1
둘,Noun,7,3
둘,Noun,8,1
둘,Noun,9,2
둘,Noun,10,8
둘곳,Noun,10,1
둘다,Verb,1,7
둘다,Verb,2,1
둘러싼,Verb,1,1
둘이서,Noun,1,1
둘이서,Noun,4,1
둘이하세요,Verb,1,1
둘째,Noun,1,1
둘째,Noun,3,1
둘째,Noun,4,1
둘째,Noun,7,1
둣,Noun,7,1
둬라,Verb,7,1
뒀음,Verb,3,1
뒈져,Verb,1,1
뒤,Noun,1,1
뒤,Noun,6,1
뒤,Noun,7,1
뒤,Noun,8,1
뒤,Noun,9,1
뒤,Noun,10,5
뒤끝,Noun,6,1
뒤늦게,Adjective,4,1
뒤따라와,Verb,10,1
뒤집은,Verb,10,1
뒤틀림,Verb,9,1
뒷,Modifier,1,1
뒷,Modifier,8,1
뒷,Modifier,9,2
뒷걸음질,Noun,4,1
뒷맛,Noun,10,1
뒷모습,Noun,7,1
뒷모습,Noun,8,2
뒷모습,Noun,9,1
뒷바라지,Noun,1,3
듀,Noun,8,1
드,Noun,7,1
드,Noun,8,2
드네,Noun,1,1
드네,Noun,10,2
드는,Verb,1,1
드는,Verb,3,1
드는,Verb,4,1
드는,Verb,7,1
드는,Verb,8,1
드는,Verb,9,1
드는,Verb,10,4
드는게,Verb,10,1
드니,Noun,9,1
드디어,Adverb,1,1
드라마,Noun,1,4
드라마,Noun,4,1
드라마,Noun,6,2
드라마,Noun,7,1
드라마,Noun,10,1
드러나는,Verb,1,2
드러나는,Verb,7,1
드러나는,Verb,8,1
드러난,Verb,1,1
드러난,Verb,10,2
드러난다,Verb,10,1
드러내고,Verb,10,1
드러내는,Verb,8,1
드러내주는,Verb,10,1
드러낸,Verb,7,1
드러낼,Verb,9,1
드러냈다,Verb,10,1
드러운,Adjective,1,1
드러워,Adjective,1,2
드러워라,Adjective,1,2
드러워요,Adjective,1,2
드러진,Adjective,1,1
드럽게,Adjective,1,1
드럽네,Adjective,1,1
드럽다,Adjective,1,1
드려,Verb,8,1
드려요,Verb,1,1
드렸어요,Verb,10,1
드리고가용,Verb,1,1
드리는,Verb,1,1
드릴게요,Verb,3,1
드림,Noun,2,1
드립,Noun,10,1
드립니다,Verb,1,8
드립니다,Verb,10,4
드립시다,Verb,7,1
드립치지말고,Verb,1,1
드문,Adjective,10,1
드물다,Adjective,8,1
드세요,Verb,1,1
드셧는데,Noun,1,1
드셨나,Verb,1,1
드셨는지,Verb,1,1
든,Josa,1,8
든,Josa,5,1
든,Josa,6,1
든,Josa,7,2
든,Josa,8,4
든,Josa,9,3
든,Josa,10,5
든,Verb,1,2
든,Verb,5,2
든,Verb,10,1
든것,Verb,8,1
든다,Verb,1,5
든다,Verb,9,2
든다,Verb,10,1
든지,Josa,8,2
듣,Verb,9,1
듣게되,Verb,10,1
듣고,Verb,1,1
듣고,Verb,3,1
듣고,Verb,8,1
듣기,Noun,1,3
듣기,Noun,3,2
듣는,Verb,5,1
듣는,Verb,9,1
듣는,Verb,10,1
듣보잡,Noun,1,1
들,Noun,1,3
들,Suffix,1,302
들,Suffix,2,14
들,Suffix,3,24
들,Suffix,4,9
들,Suffix,5,17
들,Suffix,6,29
들,Suffix,7,70
들,Suffix,8,114
들,Suffix,9,116
들,Suffix,10,208
들,Verb,1,29
들,Verb,2,3
들,Verb,4,1
들,Verb,5,1
들,Verb,6,3
들,Verb,7,7
들,Verb,8,5
들,Verb,9,5
들,Verb,10,14
들게,Verb,8,1
들게,Verb,9,2
들게,Verb,10,1
들고,Verb,1,2
들고,Verb,7,1
들긴,Verb,8,1
들까,Verb,1,1
들려요,Verb,10,1
들려주는,Verb,2,1
들리지,Verb,1,1
들만,Verb,3,1
들만,Verb,8,1
들만,Verb,9,1
들만,Verb,10,1
들만의,Verb,1,1
들만의,Verb,9,1
들며,Verb,9,1
들보,Noun,9,1
들수록,Verb,9,1
들아,Verb,10,2
들어,Verb,1,1
들어,Verb,4,1
들어,Verb,5,1
들어,Verb,7,1
들어,Verb,8,2
들어,Verb,10,2
들어가,Verb,10,1
들어가네요,Verb,1,1
들어가는,Verb,1,1
들어가는,Verb,8,1
들어가야,Verb,1,1
들어간것도,Verb,9,1
들어갈,Verb,1,1
들어갈만,Verb,10,1
들어갈만큼,Verb,10,1
들어감,Verb,8,1
들어갔다,Verb,8,1
들어갔다,Verb,9,1
들어갔던,Verb,1,1
들어나고,Verb,10,1
들어나니,Verb,10,1
들어라,Verb,1,1
들어맞는,Verb,9,1
들어서,Verb,8,2
들어서,Verb,9,1
들어야,Verb,10,1
들어오네,Verb,10,1
들어오는,Verb,10,1
들어오려는지,Verb,8,1
들어오지마라,Verb,1,1
들어온다,Verb,8,1
들어와,Verb,1,1
들어와,Verb,10,2
들어왔다고,Verb,1,1
들어요,Verb,4,1
들어요,Verb,10,2
들어있어,Verb,2,1
들어있었기,Verb,10,1
들어주기,Verb,1,1
들어주나,Verb,7,1
들어주세요,Verb,8,1
들어줄수있을듯,Verb,1,1
들어줬다,Verb,8,1
들었고,Verb,10,1
들었나,Verb,10,1
들었나싶을,Verb,8,1
들었다,Verb,5,1
들었다,Verb,6,1
들었다,Verb,8,3
들었다,Verb,9,2
들었다,Verb,10,3
들었다는,Verb,5,1
들었던,Verb,6,1
들었던,Verb,7,1
들었습니다,Verb,8,1
들었습니다,Verb,9,1
들었을까,Verb,4,1
들에,Verb,7,1
들에,Verb,8,1
들여,Verb,1,1
들여다,Verb,9,1
들여다본,Verb,3,1
들여다봤어야지,Verb,1,1
들여서,Verb,9,1
들으,Verb,9,1
들으면,Verb,7,1
들은,Verb,1,3
들은,Verb,8,1
들은,Verb,9,1
들은,Verb,10,2
들을,Verb,7,1
들을,Verb,9,1
들을,Verb,10,1
들을까봐,Verb,1,1
들의,Verb,1,1
들의,Verb,10,1
들이,Verb,1,12
들이,Verb,8,2
들이,Verb,9,1
들이기에,Verb,9,1
들이나,Verb,1,2
들이는,Verb,10,1
들이라면,Verb,1,1
들이라면,Verb,8,1
들이십니다,Verb,9,1
들이었다,Verb,9,1
들이였는데,Verb,1,1
들이였다,Verb,1,1
들이있는데,Verb,1,1
들이있다,Verb,8,1
들이하는,Verb,1,1
들인,Verb,1,1
들일,Verb,9,1
들일것,Verb,1,1
들임,Verb,1,1
들입니다,Verb,10,1
들있네,Verb,8,1
들지,Verb,4,1
들지,Verb,7,1
들지만,Verb,9,1
들키는,Verb,1,1
들통,Noun,7,1
듦,Verb,8,1
듦,Verb,10,1
듬뿍,Noun,1,1
듭니,Noun,4,1
듭니,Noun,6,1
듭니,Noun,8,2
듭니,Noun,10,2
듯,Noun,1,22
듯,Noun,2,3
듯,Noun,3,1
듯,Noun,4,2
듯,Noun,5,2
듯,Noun,6,2
듯,Noun,7,8
듯,Noun,8,17
듯,Noun,9,11
듯,Noun,10,21
듯이,Noun,1,2
등,Noun,1,4
등,Noun,6,1
등,Noun,7,1
등,Noun,9,3
등,Noun,10,2
등급,Noun,8,1
등등,Noun,1,2
등등,Noun,5,1
등등,Noun,8,1
등등,Noun,10,1
등장,Noun,1,1
등장,Noun,2,1
등장,Noun,6,2
등장,Noun,8,1
등장,Noun,9,1
등장인물,Noun,5,1
등장인물,Noun,8,3
등장인물,Noun,9,1
디다,Noun,1,1
디테,Noun,10,2
디테일,Noun,8,2
디테일,Noun,9,1
디테일,Noun,10,1
딤백,Noun,10,1
딥,Noun,10,1
따,Noun,5,1
따,Verb,1,3
따,Verb,4,1
따가운,Adjective,1,1
따가주,Adjective,10,1
따고,Verb,1,1
따구냐,Verb,1,1
따구로,Verb,1,1
따귀,Noun,9,1
따뜻하다,Adjective,10,1
따뜻한,Adjective,7,1
따뜻한,Adjective,8,1
따뜻함과,Adjective,10,1
따뜻해,Adjective,10,1
따뜻해진,Adjective,9,1
따뜻해진다,Adjective,7,1
따라,Verb,1,4
따라,Verb,5,1
따라,Verb,7,2
따라,Verb,8,5
따라,Verb,9,2
따라,Verb,10,3
따라가는,Verb,8,1
따라가는게,Verb,5,1
따라가다,Verb,10,1
따라갔으면,Verb,1,1
따라다니는,Verb,6,1
따라다니는,Verb,8,1
따라서,Noun,7,1
따라서,Noun,8,1
따라야,Verb,6,1
따라온다고,Verb,1,1
따라하기,Verb,1,1
따로,Adverb,10,1
따른,Verb,10,1
따른건,Verb,6,1
따름,Noun,1,1
따리,Noun,1,1
따먹기,Verb,8,1
따분해,Adjective,1,1
따위,Noun,1,1
따위,Noun,5,1
따위,Noun,9,1
따위,Noun,10,1
따져,Verb,10,1
따지고,Verb,10,1
따지기,Verb,1,1
따지는,Verb,10,1
따지며,Verb,8,1
따지면,Verb,5,1
따질,Verb,9,1
따질거면,Verb,1,1
딱,Adverb,1,4
딱,Adverb,5,1
딱,Adverb,6,1
딱,Adverb,7,1
딱,Adverb,8,4
딱,Adverb,9,4
딱,Adverb,10,4
딱,Modifier,1,8
딱,Modifier,5,1
딱,VerbPrefix,1,3
딱,VerbPrefix,7,1
딱이다,Adjective,1,2
딱일,Adjective,1,1
딱좋은,Adjective,9,1
딱지,Noun,10,1
딱하니,Adjective,8,1
딱히,Adjective,3,2
딱히,Adjective,6,1
딱히,Adjective,10,1
딴,Modifier,8,1
딴,Modifier,10,2
딴,Verb,1,2
딴,Verb,7,1
딴건,Verb,5,1
딴데,Verb,1,1
딴에,Verb,1,1
딴지,Noun,1,1
딸,Noun,1,12
딸,Noun,10,1
딸도,Noun,1,1
딸려,Verb,7,1
딸뻘,Noun,1,1
땅,Noun,1,1
땅,Noun,10,1
땋,Noun,10,1
때,Noun,1,17
때,Noun,2,2
때,Noun,4,1
때,Noun,6,8
때,Noun,7,9
때,Noun,8,23
때,Noun,9,20
때,Noun,10,28
때때로,Adverb,9,1
때때로,Adverb,10,1
때려,Verb,1,1
때려,Verb,10,2
때로는,Noun,1,2
때로는,Noun,8,1
때로는,Noun,9,1
때로는,Noun,10,1
때론,Noun,1,1
때론,Noun,5,1
때론,Noun,9,1
때론,Noun,10,1
때리는,Verb,8,1
때리는,Verb,9,1
때리던,Verb,10,1
때매,Noun,7,1
때메,Noun,10,1
때문,Noun,1,9
때문,Noun,2,2
때문,Noun,3,1
때문,Noun,4,2
때문,Noun,5,1
때문,Noun,6,2
때문,Noun,7,6
때문,Noun,8,5
때문,Noun,9,7
때문,Noun,10,12
땐,Noun,1,1
땐,Noun,5,2
땐,Noun,7,1
땐,Noun,8,2
땐,Noun,9,2
땐,Noun,10,2
땔,Noun,1,1
땔,Noun,9,1
땜,Noun,1,1
땜,Noun,10,2
땠,Noun,10,1
땡기게,Verb,9,1
땡기네요,Verb,10,1
땡기는,Verb,9,1
땡기는,Verb,10,1
땡긴다,Verb,9,1
땡긴다,Verb,10,2
떄,Noun,8,1
떄,Noun,10,1
떄문,Noun,1,1
떠나,Verb,1,3
떠나,Verb,8,1
떠나,Verb,9,1
떠나,Verb,10,2
떠나갈,Verb,1,1
떠나고,Verb,7,1
떠나길,Verb,1,1
떠나는,Verb,8,1
떠나는거야,Verb,10,1
떠나라,Verb,1,1
떠나서,Verb,1,4
떠나서,Verb,2,1
떠나서,Verb,4,1
떠나서,Verb,5,1
떠나서,Verb,8,2
떠나서,Verb,9,1
떠나서,Verb,10,5
떠나서라도,Verb,1,1
떠나지,Verb,8,1
떠나지,Verb,10,1
떠나지를,Verb,10,1
떠는,Verb,5,1
떠는거,Verb,1,2
떠돌다,Verb,1,1
떠드는,Verb,10,1
떠들면,Verb,1,1
떠들지말라,Verb,10,1
떠러,Verb,8,1
떠벌려지고,Verb,1,1
떠벌리고,Verb,1,1
떠벌리는듯,Verb,6,1
떠오르는,Verb,8,1
떠오르는건,Verb,7,1
떠오른건,Verb,8,1
떠오른다,Verb,8,1
떠올라서,Verb,9,1
떠올라서,Verb,10,1
떠올랐다,Verb,7,1
떠올랐던,Verb,9,2
떠올랐습니다,Verb,10,1
떠올려,Verb,8,1
떠올리게,Verb,1,1
떠올리게,Verb,8,1
떠올리면,Verb,9,1
떠올리지,Verb,9,1
떠요,Verb,1,1
떡,Noun,1,2
떡,Noun,4,1
떡하니,Adverb,1,1
떤다니까,Verb,1,1
떨고,Verb,1,1
떨고있네,Verb,1,1
떨면서,Verb,1,1
떨어,Verb,8,1
떨어,Verb,10,1
떨어져,Verb,1,1
떨어져라,Verb,1,1
떨어졌고,Verb,8,1
떨어졌다,Verb,6,1
떨어졌다,Verb,8,1
떨어지고,Verb,5,1
떨어지는,Verb,3,1
떨어지는,Verb,9,1
떨어지지만,Verb,7,2
떨어지지만,Verb,8,1
떨어진,Verb,10,1
떨어진다,Verb,1,1
떨어진다는것을,Verb,8,1
떨어진듯,Verb,1,1
떨어짐,Verb,9,1
떳떳하면,Adjective,1,1
떳떳하신지,Adjective,10,1
떳떳하지,Adjective,7,1
떳떳한,Adjective,1,1
떳떳한,Adjective,5,1
떵구녕,Noun,1,1
떼어놓고,Verb,4,1
떼어다,Verb,10,1
떽떽거리,Noun,3,1
떽떽대,Noun,6,1
뗄수,Verb,10,2
또,Noun,1,12
또,Noun,2,2
또,Noun,3,3
또,Noun,4,1
또,Noun,6,1
또,Noun,7,3
또,Noun,8,11
또,Noun,9,11
또,Noun,10,14
또는,Adverb,1,1
또는,Adverb,6,1
또는,Adverb,7,1
또는,Adverb,8,1
또다른,Modifier,7,2
또다른,Modifier,9,2
또다시,Adverb,8,1
또다시,Adverb,10,1
또렷히,Adjective,8,1
또한,Modifier,8,1
또한,Modifier,10,1
또한,Noun,2,1
또한,Noun,3,1
또한,Noun,5,3
또한,Noun,7,2
또한,Noun,8,2
또한,Noun,9,2
또한,Noun,10,1
똑같,Adjective,4,1
똑같,Adjective,10,1
똑같고,Adjective,1,2
똑같고,Adjective,10,1
똑같구나,Adjective,1,1
똑같냐,Adjective,4,1
똑같다,Adjective,1,1
똑같다,Adjective,2,1
똑같다,Adjective,6,1
똑같다,Adjective,10,1
똑같다니,Adjective,1,1
똑같아서,Adjective,10,1
똑같았는데,Adjective,10,1
똑같은,Adjective,1,3
똑같은,Adjective,6,1
똑같은,Adjective,8,1
똑같은,Adjective,9,1
똑같은데,Adjective,4,1
똑같은데,Adjective,8,1
똑같을거,Adjective,10,1
똑같을테니,Adjective,1,1
똑같이,Adverb,1,7
똑같이,Adverb,3,1
똑같지,Adjective,7,1
똑똑하게,Adjective,8,1
똑똑하고,Adjective,1,1
똑똑한,Adjective,1,1
똑바로,Noun,1,3
똑바로,Noun,7,1
똥,Noun,1,12
똥,Noun,3,1
똥,Noun,10,2
똥줄,Noun,1,1
뚜,Noun,1,1
뚜렷하게,Adjective,10,1
뚜렷한,Adjective,8,1
뚝딱,Noun,8,1
뚝뚝,Noun,5,1
뚫고,Verb,9,1
뛰게,Verb,10,1
뛰어,Verb,7,1
뛰어나,Adjective,9,1
뛰어나고,Adjective,8,1
뛰어나다,Adjective,10,1
뛰어난,Adjective,8,2
뛰어난,Adjective,9,1
뛰어난것이,Adjective,3,1
뛰어난데,Adjective,1,1
뛰어난줄,Adjective,1,1
뛰어남,Adjective,10,1
뛰어납니다,Adjective,10,1
뛰어넘으려,Verb,8,1
뛰어넘은,Verb,9,1
뛸꺼면서,Verb,1,1
뜨,Verb,1,1
뜨거운,Adjective,10,1
뜨겁지만,Adjective,1,1
뜨겠네,Verb,1,1
뜨고,Verb,2,1
뜬,Verb,9,1
뜬금,Noun,1,1
뜯는지,Verb,8,1
뜯었는데,Verb,2,1
뜻,Noun,1,1
뜻,Noun,6,1
뜻,Noun,8,2
띄워주기,Verb,1,1
띄지마라,Verb,1,1
띠용,Noun,7,1
띰,Noun,9,1
라,Josa,1,18
라,Josa,2,1
라,Josa,5,2
라,Josa,6,1
라,Josa,7,5
라,Josa,8,6
라,Josa,9,5
라,Josa,10,11
라고,Josa,1,33
라고,Josa,2,2
라고,Josa,3,3
라고,Josa,5,2
라고,Josa,6,3
라고,Josa,7,5
라고,Josa,8,6
라고,Josa,9,8
라고,Josa,10,14
라고는,Josa,1,2
라기,Josa,1,1
라기,Josa,7,1
라기,Josa,10,1
라는,Josa,1,18
라는,Josa,5,2
라는,Josa,6,4
라는,Josa,7,5
라는,Josa,8,14
라는,Josa,9,7
라는,Josa,10,12
라니,Josa,1,3
라니,Josa,5,1
라니,Josa,8,1
라니,Josa,9,1
라니,Josa,10,3
라도,Josa,1,3
라도,Josa,7,2
라도,Josa,8,1
라도,Josa,10,3
라든지,Noun,5,1
라며,Noun,1,2
라면,Noun,1,10
라면,Noun,2,1
라면,Noun,4,2
라면,Noun,7,2
라면,Noun,8,3
라면,Noun,9,1
라면,Noun,10,3
라보,Noun,1,1
라서,Josa,1,4
라서,Josa,7,2
라서,Josa,8,2
라서,Josa,9,2
라서,Josa,10,1
라쇼몽,Noun,7,1
라스트,Noun,6,1
라오,Josa,1,1
라이,Noun,1,3
라이,Noun,7,1
라이트,Noun,8,1
라이트,Noun,10,1
라좋다,Noun,8,1
라지,Josa,1,4
라지,Noun,1,1
라지,Noun,8,1
라지,Noun,10,1
락,Noun,10,2
란,Noun,1,4
란,Noun,5,1
란,Noun,6,2
란,Noun,9,3
란,Noun,10,5
란것,Noun,9,1
랄,Noun,1,2
랄,Noun,2,1
랄,Noun,6,1
랄,Noun,8,2
랄,Noun,9,1
랄,Noun,10,2
랄것,Noun,1,1
랄로,Noun,9,1
랄리,Noun,1,1
람,Noun,1,1
람사,Noun,1,1
랍니,Noun,1,1
랍시고,Noun,1,6
랏,Noun,10,1
랑,Josa,1,14
랑,Josa,2,2
랑,Josa,4,2
랑,Josa,7,1
랑,Josa,8,3
랑,Josa,10,9
랑은,Josa,5,1
랑은,Josa,9,1
래,Josa,1,1
래,Josa,8,2
래,Josa,9,1
래,Josa,10,2
래서,Noun,10,1
래야,Noun,1,1
래야,Noun,10,1
랩,Noun,4,1
랩,Noun,6,2
랩,Noun,9,1
랩,Noun,10,1
랫,Noun,7,1
랴,Noun,6,1
러닝,Noun,7,1
러닝,Noun,9,1
러브러브,Noun,1,1
러블,Noun,10,1
러블리,Noun,9,1
러블리,Noun,10,1
러블리하,Noun,10,1
러시,Noun,4,1
럭키,Noun,1,1
런,Noun,7,1
런가,Noun,1,2
런가,Noun,3,1
런가,Noun,6,1
런가,Noun,8,2
런가,Noun,9,2
레기같,Noun,1,1
레기들,Noun,1,1
레베루,Noun,1,1
렉,Noun,1,2
렌트,Noun,1,1
려고,Noun,5,2
려니,Noun,8,1
력,Suffix,1,1
력,Suffix,5,1
력,Suffix,6,2
력,Suffix,7,1
력,Suffix,9,3
력,Suffix,10,8
로,Josa,1,64
로,Josa,2,8
로,Josa,3,2
로,Josa,4,1
로,Josa,5,6
로,Josa,6,4
로,Josa,7,19
로,Josa,8,32
로,Josa,9,23
로,Josa,10,38
로,Noun,1,8
로,Noun,4,1
로,Noun,6,1
로,Noun,7,1
로,Noun,8,1
로,Noun,9,2
로,Noun,10,1
로구먼,Josa,1,1
로그,Noun,1,1
로남,Noun,1,3
로남불,Noun,1,1
로남불,Noun,2,1
로는,Josa,1,1
로는,Josa,5,1
로는,Josa,6,1
로는,Josa,10,3
로다,Josa,1,1
로다,Josa,6,1
로다,Josa,10,1
로되,Josa,1,1
로드,Noun,8,1
로만,Noun,1,1
로만,Noun,7,2
로만,Noun,10,1
로망,Noun,1,1
로망,Noun,7,1
로망,Noun,10,2
로맨스,Noun,1,10
로맨스,Noun,7,3
로맨스,Noun,10,1
로맨스영화,Noun,9,1
로맨틱,Noun,9,1
로부터,Noun,10,2
로서,Noun,1,3
로서,Noun,8,3
